CSID,LastFlowID,Source,Destination,label,multiple_label,EPFLAG_ICMP,EPFLAG_UDP,EPFLAG_TCP,EPFLAG_DNS,EPFLAG_HTTP,EPFLAG_TLS,EPFLAG_SSL,tcp_packets,udp_packets,icmp_packets,http_packets,tls_packets,ssl_packets,dns_packets,TTL_max,TTL_min,TTL_mean,TTL_median,Delta_Time_max,Delta_Time_min,Delta_Time_mean,Delta_Time_median,Duration,Content_Length_Total,Content_Length_min,Content_Length_max,Content_Length_median,total_bytes,total_sent_bytes,total_recv_bytes,PF_TotalBytes,PF_RecvSentBytes,PF_total_packets,PF_tcpRatio,PF_udpRatio,PF_icmpRatio,PF_dnsRatio,PF_httpRatio,PF_encryptedRatio,PF_SCode_1xx,PF_SCode_2xx,PF_SCode_3xx,PF_SCode_4xx,PF_SCode_5xx,PF_cf_js,PF_cf_html,PF_cf_image,PF_cf_video,PF_cf_app,PF_cf_text,PF_GET_freq,PF_POST_freq,PF_total_SCode,PF_SCode_1xxRatio,PF_SCode_2xxRatio,PF_SCode_3xxRatio,PF_SCode_4xxRatio,PF_SCode_5xxRatio,PF_total_getpost,PF_GET_ratio,PF_POST_ratio,PF_POST_GET_ratio,PF_ResumedConnectionsNo,PF_dnsReqNo,PF_dnsReqRatio,PF_TTL_max,PF_TTL_min,PF_TTL_mean,PF_TTL_median,PF_Delta_Time_max,PF_Delta_Time_min,PF_Delta_Time_mean,PF_Delta_Time_median,PF_Duration,PF_Content_Length_Total,PF_Content_Length_min,PF_Content_Length_max,PF_Content_Length_median,PF_total_cf,PF_cf_jsRatio,PF_cf_htmlRatio,PF_cf_imageRatio,PF_cf_videoRatio,PF_cf_appRatio,PF_cf_textRatio,PF_No_belowAVG,PF_No_aboveAVG,PF_ratio_aboveAvg,PF_ratio_belowAvg,PF_No_outliers,PF_ratio_outliers,PF_magnitudeMax_outliers,PF_magnitudeMin_outliers,PF_magnitudeMean_outliers,PF_magnitudeStd_outliers,PF_Max_idleTime,PF_Min_idleTime,PF_Mean_idleTime,HP_Distinct_UAs_per_host,HP_Avg_UAs_per_host,HP_Min_UAs_per_host,HP_Max_UAs_per_host,HP_nAvg_UA_Popularity,HP_Frac_UA_1,HP_Frac_UA_10,HP_Frac_UA_5,HP_Ratio_UAs,HP_MeanResumedConnections,HP_MaxResumedConnections,HP_MinResumedConnections,HP_MTDSC,HP_MinTDSC,HP_dnsReq_perflow,HP_DestByIP,UP_Distinct_url,UP_Num_hasString,UP_Num_Filename,UP_num_exe,UP_Frac_query,UP_Frac_URL_filename,UP_Frac_URL_filename_exe,UP_URL_Length_Max,UP_URL_Length_Min,UP_URL_Length_Mean,UP_Depth_Max,UP_Depth_Min,UP_Depth_Mean,UP_No_Para_Max,UP_No_Para_Min,UP_No_Para_Mean,UP_No_Values_Max,UP_No_Values_Min,UP_No_Values_Mean,UP_No_Frag_Max,UP_No_Frag_Min,UP_No_Frag_Mean,DP_HostsConnected,DP_RecvSentBytes_Mean,DP_RecvSentBytes_Max,DP_RecvSentBytes_Min,DP_IdleTime_Mean,DP_IdleTime_Max,DP_IdleTime_Min,DP_ResumedConnectionsNo_Mean,DP_ResumedConnectionsNo_Max,DP_ResumedConnectionsNo_Min,DP_Distinct_url_Mean,DP_PacketFailure_Mean,DP_PacketFailure_Max,DP_PacketFailure_Min,DP_dnsReqNo_Mean,DP_dnsReqNo_Max,DP_dnsReqNo_Min,DP_dnsReqRatio_Mean,DP_dnsReqRatio_Max,DP_dnsReqRatio_Min,capture_type
1591,1,192.168.1.191,52.70.189.82,legitimate,ctu_normal_22,0,0,1,1,1,0,0,61.5,35.5,0.0,12.5,0.0,0.0,35.5,64.0,63.0,63.854064908281785,64.0,0.14156029,1.6140000000000001e-06,0.004446707590524258,0.000109181,467.14720824950007,154.0,0.0,154.0,0.0,15303.5,5008.5,4331.0,15303.5,0.8535684250085338,145.0,0.4147531572904707,0.2507175660160735,0.0,0.2507175660160735,0.08381171067738233,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,4.5,0.0,6.0,0.0,0.7777777777777777,0.2222222222222222,0.0,0.0,4.5,1.0,0.0,0.0,8.0,17.0,0.12002487562189056,64.0,63.0,63.854064908281785,64.0,0.14156029,1.6140000000000001e-06,0.004446707590524258,0.000109181,467.14720824950007,154.0,0.0,154.0,0.0,6.0,0.0,0.2222222222222222,0.7777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.987724018999923,0.05615919199999553,1.4528237620441224,11.0,1.9666666666666663,1.0,12.0,9.066666666666666,0.7272727272727273,0.09090909090909093,0.09090909090909093,0.1864406779661017,13.049401197604787,217.0,-1.0,0.8938409755950599,0.0,21.28967065868264,0.026946107784431145,9.0,0.0,9.0,0.0,0.0,1.0,0.0,255.0,104.0,204.66666666666663,0.0,0.0,0.0,14.0,6.0,11.222222222222221,14.0,6.0,11.222222222222221,0.0,0.0,0.0,2.0,0.8535684250085338,0.8869929651249813,0.8201438848920863,1.4528237620441222,2.6231640395882394,0.2824834845000055,8.0,13.0,3.0,9.0,0.0,0.0,0.0,17.0,21.0,13.0,0.12002487562189056,0.15671641791044774,0.08333333333333333,legitimate
1578,0,192.168.1.191,52.57.223.246,legitimate,ctu_normal_22,0,0,1,1,1,0,0,24.0,24.0,0.0,3.0,0.0,0.0,24.0,247.0,63.0,102.36842105263158,64.0,0.019449534,2.282e-06,0.001659030631578947,2.7727e-05,439.615884032,0.0,0.0,0.0,0.0,17252.0,522.0,0.0,17252.0,0.0,75.0,0.32,0.32,0.0,0.32,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,12.0,0.16,247.0,63.0,102.36842105263158,64.0,0.019449534,2.282e-06,0.001659030631578947,2.7727e-05,439.615884032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.028985507246376805,0.11594202898550725,2.0,0.028985507246376805,1050.0,570.0,810.0,339.4112549695428,57.46189012900003,0.3374563540000395,11.208357974666665,11.0,1.9666666666666663,1.0,12.0,9.066666666666666,0.7272727272727273,0.09090909090909093,0.09090909090909093,0.1864406779661017,13.049401197604787,217.0,-1.0,0.8938409755950599,0.0,21.28967065868264,0.026946107784431145,1.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,208.0,208.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.208357974666665,11.208357974666665,11.208357974666665,3.0,3.0,3.0,1.0,0.0,0.0,0.0,12.0,12.0,12.0,0.16,0.16,0.16,legitimate
522,0,192.168.1.191,23.64.15.34,legitimate,ctu_normal_21,0,0,1,1,1,0,0,59.0,4.0,0.0,24.0,0.0,0.0,4.0,64.0,63.0,63.95238095238096,64.0,0.01489926,3.263e-06,0.0007235485555555556,9.782e-06,2.0871698389998983,32012.0,32012.0,32012.0,32012.0,35901.0,2384.0,32716.0,35901.0,13.723154362416107,91.0,0.6483516483516484,0.04395604395604396,0.0,0.04395604395604396,0.2637362637362637,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,0.02197802197802198,64.0,63.0,63.95238095238096,64.0,0.01489926,3.263e-06,0.0007235485555555556,9.782e-06,2.0871698389998983,32012.0,32012.0,32012.0,32012.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25151233100018544,8.78600008036301e-06,0.04453372090001721,3.0,1.9666666666666663,1.0,12.0,1.0666666666666669,0.0,0.3333333333333333,0.3333333333333333,0.05084745762711865,10.444606413994167,149.0,-1.0,1.5904389258046645,0.0,16.08746355685131,0.011661807580174929,1.0,0.0,1.0,0.0,0.0,1.0,0.0,67.0,67.0,67.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.723154362416107,13.723154362416107,13.723154362416107,0.04453372090001721,0.04453372090001721,0.04453372090001721,3.0,3.0,3.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.02197802197802198,0.02197802197802198,0.02197802197802198,legitimate
1553,0,192.168.1.191,52.31.67.165,legitimate,ctu_normal_22,0,0,1,1,1,0,0,22.0,60.0,0.0,8.0,0.0,0.0,60.0,64.0,63.0,63.8170731707317,64.0,0.01901632,1.252e-06,0.0019384747804878047,0.00013770550000000002,212.480517835,0.0,0.0,0.0,0.0,18668.0,1514.0,0.0,18668.0,0.0,150.0,0.14666666666666667,0.4,0.0,0.4,0.05333333333333334,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.5,0.5,0.0,0.0,3.0,1.0,0.0,0.0,1.0,30.0,0.2,64.0,63.0,63.8170731707317,64.0,0.01901632,1.252e-06,0.0019384747804878047,0.00013770550000000002,212.480517835,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.015748031496062992,0.007874015748031496,2.0,0.015748031496062992,1424.0,1301.0,1362.5,86.97413408594534,124.25350428700001,3.235199994833238e-05,20.86906768649999,11.0,1.9666666666666663,1.0,12.0,9.066666666666666,0.7272727272727273,0.09090909090909093,0.09090909090909093,0.1864406779661017,13.049401197604787,217.0,-1.0,0.8938409755950599,0.0,21.28967065868264,0.026946107784431145,1.0,0.0,1.0,0.0,0.0,1.0,0.0,150.0,150.0,150.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.86906768649999,20.86906768649999,20.86906768649999,1.0,1.0,1.0,1.0,0.0,0.0,0.0,30.0,30.0,30.0,0.2,0.2,0.2,legitimate
1193,0,192.168.1.191,209.197.3.19,legitimate,ctu_normal_22,0,0,1,1,1,0,0,35.0,4.0,0.0,2.0,0.0,0.0,4.0,64.0,63.0,63.948717948717956,64.0,0.065851826,1.389e-06,0.003739748948717949,2.8302e-05,84.44067505100003,0.0,0.0,0.0,0.0,4064.0,1469.0,2035.0,4064.0,1.3852961198093945,45.0,0.7777777777777778,0.08888888888888889,0.0,0.08888888888888889,0.04444444444444445,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,2.0,0.04444444444444445,64.0,63.0,63.948717948717956,64.0,0.065851826,1.389e-06,0.003739748948717949,2.8302e-05,84.44067505100003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06942594900004906,0.06942594900004906,0.06942594900004906,11.0,1.9666666666666663,1.0,12.0,9.066666666666666,0.7272727272727273,0.09090909090909093,0.09090909090909093,0.1864406779661017,13.049401197604787,217.0,-1.0,0.8938409755950599,0.0,21.28967065868264,0.026946107784431145,1.0,0.0,1.0,0.0,0.0,1.0,0.0,148.0,148.0,148.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,1.3852961198093945,1.3852961198093945,1.3852961198093945,0.06942594900004906,0.06942594900004906,0.06942594900004906,4.0,4.0,4.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.04444444444444445,0.04444444444444445,0.04444444444444445,legitimate
1461,0,192.168.1.191,52.17.100.63,legitimate,ctu_normal_22,0,0,1,1,1,0,0,56.0,115.0,0.0,14.0,0.0,0.0,115.0,64.0,63.0,63.80116959064328,64.0,0.187285744,1.391e-06,0.0033667809941520465,0.000190761,428.1299893840001,479.0,134.0,199.0,146.0,37166.0,845.0,0.0,37166.0,0.0,300.0,0.18666666666666668,0.38333333333333336,0.0,0.38333333333333336,0.04666666666666667,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,57.0,0.19,64.0,63.0,63.80116959064328,64.0,0.187285744,1.391e-06,0.0033667809941520465,0.000190761,428.1299893840001,479.0,134.0,199.0,146.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,57.0,3.0,0.010238907849829351,0.1945392491467577,3.0,0.010238907849829351,1315.0,1073.0,1163.0,132.3782459469833,233.324191066,4.176400000233116e-05,32.43170657333334,11.0,1.9666666666666663,1.0,12.0,9.066666666666666,0.7272727272727273,0.09090909090909093,0.09090909090909093,0.1864406779661017,13.049401197604787,217.0,-1.0,0.8938409755950599,0.0,21.28967065868264,0.026946107784431145,1.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,136.0,136.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,32.43170657333334,32.43170657333334,32.43170657333334,2.0,2.0,2.0,1.0,0.0,0.0,0.0,57.0,57.0,57.0,0.19,0.19,0.19,legitimate
1399,0,192.168.1.191,35.157.25.10,legitimate,ctu_normal_22,0,0,1,0,1,0,0,46.0,0.0,0.0,8.0,0.0,0.0,0.0,247.0,63.0,117.08064516129032,64.0,0.019985545,1.788e-06,0.0012792806935483876,1.7950500000000007e-05,28.897533288000034,140.0,0.0,70.0,70.0,13339.0,8344.0,4995.0,13339.0,0.5986337488015341,54.0,0.8518518518518519,0.0,0.0,0.0,0.14814814814814814,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,247.0,63.0,117.08064516129032,64.0,0.019985545,1.788e-06,0.0012792806935483876,1.7950500000000007e-05,28.897533288000034,140.0,0.0,70.0,70.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.005017506000002,1.9231000010222488e-05,1.3041153023157923,11.0,1.9666666666666663,1.0,12.0,9.066666666666666,0.7272727272727273,0.09090909090909093,0.09090909090909093,0.1864406779661017,13.049401197604787,217.0,-1.0,0.8938409755950599,0.0,21.28967065868264,0.026946107784431145,3.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,81.0,64.0,72.0,0.0,0.0,0.0,3.0,2.0,2.333333333333333,3.0,2.0,2.333333333333333,0.0,0.0,0.0,1.0,0.5986337488015341,0.5986337488015341,0.5986337488015341,1.3041153023157923,1.3041153023157923,1.3041153023157923,4.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,legitimate
175,0,147.32.84.165,123.126.51.64,malicious,Sogou,0,0,1,1,1,0,0,17.0,22.0,0.0,3.0,0.0,0.0,22.0,128.0,42.0,105.64102564102564,128.0,0.157092,0.0,0.009227333333333334,0.000374,76.786132,1210.0,1210.0,1210.0,1210.0,8073.0,1516.0,3216.0,8073.0,2.1213720316622693,64.0,0.265625,0.34375,0.0,0.34375,0.046875,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,-1.0,14.0,0.21875,128.0,42.0,105.64102564102564,128.0,0.157092,0.0,0.009227333333333334,0.000374,76.786132,1210.0,1210.0,1210.0,1210.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.59489,0.517870000000002,5.704258,6.0,1.9666666666666663,1.0,12.0,4.4,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.1016949152542373,2.9090909090909087,29.0,-1.0,9.803876727272726,0.0,6.363636363636362,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,135.0,135.0,135.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,1.0,2.1213720316622693,2.1213720316622693,2.1213720316622693,5.704258,5.704258,5.704258,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,14.0,14.0,14.0,0.21875,0.21875,0.21875,botnet
888,0,192.168.1.191,104.16.83.55,legitimate,ctu_normal_22,0,0,1,1,1,0,0,298.0,4.0,0.0,170.0,0.0,0.0,4.0,64.0,63.0,63.990066225165556,64.0,0.034362028,2.572e-06,0.0011511815298013244,1.2813e-05,26.74358398499999,0.0,0.0,0.0,0.0,258985.0,9182.0,249348.0,258985.0,27.156175125245053,476.0,0.6260504201680672,0.008403361344537815,0.0,0.008403361344537815,0.35714285714285715,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,2.0,0.004201680672268907,64.0,63.0,63.990066225165556,64.0,0.034362028,2.572e-06,0.0011511815298013244,1.2813e-05,26.74358398499999,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3122100450000005,0.005575480999993943,0.11621639255555592,11.0,1.9666666666666663,1.0,12.0,9.066666666666666,0.7272727272727273,0.09090909090909093,0.09090909090909093,0.1864406779661017,13.049401197604787,217.0,-1.0,0.8938409755950599,0.0,21.28967065868264,0.026946107784431145,3.0,0.0,2.0,0.0,0.0,0.6666666666666666,0.0,68.0,42.0,54.33333333333334,2.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.156175125245053,27.156175125245053,27.156175125245053,0.11621639255555592,0.11621639255555592,0.11621639255555592,3.0,3.0,3.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,0.004201680672268907,0.004201680672268907,0.004201680672268907,legitimate
847,0,192.168.1.191,95.172.94.54,legitimate,ctu_normal_21,0,0,1,1,1,0,0,200.0,85.0,0.0,43.0,0.0,0.0,85.0,64.0,54.0,63.32781456953642,64.0,0.039996239,2.746e-06,0.001428106652317881,4.089400000000001e-05,473.02759795599997,10179.0,0.0,4932.0,35.0,67418.0,21965.0,24848.0,67418.0,1.1312542681538809,413.0,0.4842615012106538,0.20581113801452786,0.0,0.20581113801452786,0.10411622276029056,0.0,0.0,11.0,1.0,0.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,0.9166666666666666,0.08333333333333333,0.0,0.0,12.0,1.0,0.0,0.0,32.0,43.0,0.10411622276029056,64.0,54.0,63.32781456953642,64.0,0.039996239,2.746e-06,0.001428106652317881,4.089400000000001e-05,473.02759795599997,10179.0,0.0,4932.0,35.0,11.0,0.18181818181818185,0.0,0.8181818181818182,0.0,0.0,0.0,56.0,5.0,0.04166666666666666,0.4666666666666667,4.0,0.03333333333333333,1607.0,1007.0,1249.0,255.54256005605012,25.77604753700007,1.0790000033011893e-05,2.4131205643469382,3.0,1.9666666666666663,1.0,12.0,1.0666666666666669,0.0,0.3333333333333333,0.3333333333333333,0.05084745762711865,10.444606413994167,149.0,-1.0,1.5904389258046645,0.0,16.08746355685131,0.011661807580174929,11.0,0.0,2.0,0.0,0.0,0.18181818181818185,0.0,255.0,55.0,215.27272727272728,1.0,0.0,0.09090909090909093,19.0,1.0,12.545454545454545,19.0,1.0,12.545454545454545,0.0,0.0,0.0,1.0,1.1312542681538809,1.1312542681538809,1.1312542681538809,2.4131205643469382,2.4131205643469382,2.4131205643469382,32.0,32.0,32.0,11.0,0.0,0.0,0.0,43.0,43.0,43.0,0.10411622276029056,0.10411622276029056,0.10411622276029056,legitimate
